Sample	x	y	name
SRX384345	-30.9827654442081	-11.8794060196031	SRX384345
SRX384346	17.5145881229266	-7.22413411566799	SRX384346
SRX384349	-20.7578970229955	-8.53346427333745	SRX384349
SRX384350	33.5928535672945	-7.96349759764817	SRX384350
SRX384353	-27.1875940701536	31.2522898714178	SRX384353
SRX384354	19.121869596146	40.4993520636962	SRX384354
SRX384357	-23.7314482815703	-19.5238906048276	SRX384357
SRX384358	32.4303935325605	-16.6272493240297	SRX384358
