ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0030048,actin filament-based movement,45/3264,85/11134,0.5294117647058824,1.8059039792387541,4.803138276402974,4.0119660150184974e-6,1.63445472611846e-4,1.63445472611846e-4,BIN1/ACTA2/GSN/EMP2/TRPM4/ANK2/SCN2A/ADORA1/SCN4B/PIK3CA/PDPN/MYH10/CACNB2/NEDD4L/ATP1A2/MYH9/CACNA1C/GPD1L/SRI/KCND3/FNBP1L/CACNA1G/PARVA/CAV1/WASL/DSP/STC1/SCN1B/MYL6/PKP2/FGF13/KCNE3/SUN2/ATP1A1/ATP2A2/FLNA/TPM1/SCN5A/SCN2B/ZEB2/SCN7A/MYL6B/ACTN4/KCNJ8/MYO1C,45
GO:0050921,positive regulation of chemotaxis,47/3264,90/11134,0.5222222222222223,1.7813793572984749,4.79307034434491,4.059158506080806e-6,1.6399000364566456e-4,1.6399000364566456e-4,GAS6/MSTN/MET/SMAD3/IL6R/CSF1/RARRES2/LPAR1/MDK/IL6/PDGFRA/AKIRIN1/RAC1/PPM1F/PDGFRB/PTPRJ/MOSPD2/WNT5A/PTK2B/DAPK2/CAMK1D/MAPK3/SWAP70/DNM1L/THBS1/PRKD1/F3/OXSR1/TRPV4/S1PR1/PTN/HSPB1/NEDD9/CXCL12/IL16/ITGA2/CCL2/VEGFC/CCL7/SEMA5A/VEGFA/IL34/ADAM17/SLIT2/LGMN/IL12A/LGALS9,47
GO:0050865,regulation of cell activation,137/3264,337/11134,0.4065281899109792,1.3867294321289345,4.642633903269187,4.181534459930882e-6,1.6753784348549515e-4,1.6753784348549517e-4,LRRK2/PLA2G4A/SOX12/GAS6/ACTA2/EPHB2/C1QTNF1/CBLB/SOCS1/HLA-A/THY1/NFKBIZ/METTL3/BRD4/ABL2/GLI3/EMILIN2/PSMA7/IL6R/ZFP36L2/GNAQ/PSMB9/SMARCB1/KLHL25/MDK/PLA2G2A/PDPN/JAK2/IL6/GPNMB/LDLR/PDGFRA/HTR2A/TMX1/SVEP1/SOCS5/ZBTB1/TOX/PTPRJ/DUSP3/PRDM1/WNT5A/MAP3K8/TCF3/SDC4/CAPN3/GPR137B/TGFBR2/PDGFA/JUND/INHBA/CEBPB/SOX4/FUNDC2/ZC3H8/CAV1/TNFSF9/GRN/THBS1/DLG5/PRKG1/BCL6/PIK3CD/CAMK4/SMARCE1/TNIP2/ZFP36L1/CD274/PNP/B2M/MYO18A/AKT1/MICA/CD9/LGALS3/IGFBP2/TNFAIP3/IL31RA/CYGB/PTPRE/NEDD9/MALT1/SERPINE2/ZMIZ1/CDKN2A/IL16/LGALS1/GLI2/ACTB/FGF10/PRKAA1/ZBTB16/FLOT2/CCL2/DUSP10/MEF2C/FLNA/MTOR/GNRH1/SLC4A2/NR4A3/TNFRSF14/SMARCD2/CBL/ANXA1/PRNP/INPP5D/VCAM1/TSLP/TP53BP1/TNFRSF1B/BCL2/FOXO3/DDA1/SFRP1/LEP/IRF4/MLH1/HLA-E/PSMA5/IRF1/GPER1/MFHAS1/IGF2/SPHK1/CD276/PTPN11/IL12A/IRS2/MAPK8IP1/MSH2/STAT5A/DPP4/LGALS9/CBFB/TNFSF13B/RUNX1,137
GO:0001837,epithelial to mesenchymal transition,59/3264,121/11134,0.48760330578512395,1.6632889726138391,4.724288989887558,4.660288181294208e-6,1.8518915658126493e-4,1.851891565812649e-4,VASN/ENG/HIF1A/EMP2/SMAD3/JAG1/MDK/EZH2/PDPN/IL6/RBPJ/SPRED2/HDAC2/ROCK1/WNT5A/LRP6/SPSB3/FGFR2/MARK1/TGFBR2/GREM1/DLG5/SFRP2/PDCD4/SPRY2/S100A4/AGT/SOX9/TBX3/FOXF2/CUL7/HGF/COL1A1/SPRY1/LOXL2/SLC39A10/ADIPOR1/TBX5/MTOR/PTEN/AXIN2/NOTCH1/HNRNPAB/SPRED1/FOXM1/TGFB1I1/EDNRA/SFRP1/VEGFA/RGCC/IL17RD/GCNT2/TGFB2/KDM1A/SDHAF2/EPHA4/ROCK2/FERMT2/AKNA,59
GO:0019725,cellular homeostasis,176/3264,452/11134,0.3893805309734513,1.3282361617213256,4.58799746728837,4.776007730273656e-6,1.86951607362501e-4,1.8695160736250098e-4,LRRK2/GAS6/ATP6V0C/WFS1/AQP11/MSTN/CAV2/NFE2L1/GPRC5B/KCNMA1/CCDC47/SLC2A10/STXBP4/HIF1A/MT2A/PINK1/SLC8A1/ASPH/MAP1A/ANXA6/TRPM4/HIF3A/PRDX2/ANK2/CUL1/SMAD3/SLC39A13/GLUL/PIK3R2/ATP6V0E1/ADORA1/ERP44/SMARCB1/SCARA5/PIK3R1/IL6/CD40/HTR2A/SLC9A9/SLC39A7/CACNB2/CCL11/SOD2/RAC1/RNF135/ATP1A2/LRRC8D/STIM1/NKX6-1/FTL/ZBTB20/PRDX3/SLC1A1/C19orf12/MT1E/ENDOG/WNT5A/SMAD9/SRI/CAPN3/SLC26A6/TXNRD1/JAGN1/CLCN3/DMXL2/DMD/ADCY8/SOX4/FUNDC2/DDIT3/CAV1/GRN/ATP6V0D1/ATP13A1/ADNP/CHP1/MT1M/NADK/GLS/SMAD1/OXSR1/ARRB1/STC1/SLC24A3/ATP6V1A/TRPV4/MT1X/PICALM/PFKM/B2M/STC2/GIT1/ATP13A2/ORMDL1/SRF/CNNM4/KCNE3/ENPP1/PNPLA2/TMEM87A/TCIRG1/CALB2/COL1A1/ABCC6/DNAJB2/CXCL12/LETM1/GSR/TRPC6/ATP7A/TPCN2/ATP1A1/OXCT1/EPAS1/ATP2A2/FRRS1/PRKAA1/CCL2/MCUR1/HMOX1/TMEM64/SLC39A10/CHD6/COX11/ATP6V0B/SLC4A2/CACNB4/AFG3L2/FOXO1/ATP2B1/PRNP/NQO1/ITPR1/GPX1/MYC/CCL7/TYRO3/SLC11A2/BCL2/FOXO3/WNK4/ATP1B1/EPHA5/NPTN/VAPB/EDNRA/SLC4A7/TRPA1/SLC4A4/MCL1/PRDX6/ATP6V0A2/P2RX7/TGM2/IGF1R/STIM2/GPER1/BAG3/ADRA2A/GCLM/BMP6/DMPK/SLC7A11/NDFIP1/IRS2/ATP6V0A1/TMEM165/ARF1/SLC8B1/SLC9A7/PSEN1/UBE2K/HERPUD1/GLCCI1/ATP6V1E1/CCDC51,176
GO:0060284,regulation of cell development,177/3264,455/11134,0.389010989010989,1.3269755979314803,4.586163790642092,4.803764900318704e-6,1.86951607362501e-4,1.8695160736250098e-4,LRRK2/VIM/BIN1/SOX12/GAS6/EPHB2/RHEB/SOCS1/ACIN1/THY1/HIF1A/IGDCC4/PTPRD/TMEM176B/TSC22D1/EEF2K/FZD4/NFKBIZ/METTL3/BRD4/GLUL/CFL1/GLI3/MAP2/PSMA7/ZFP36L2/NF2/ZFP36/MTURN/PSMB9/CSF1/SMARCB1/KLHL25/MDK/IL6/LIMK1/ROBO1/IDH2/LDLR/VCL/ZNF365/TCTA/CCL11/CDK6/SOCS5/RAB7B/MEIS2/ZBTB1/PRMT6/NAP1L1/TOX/MEST/HDAC2/PLCB1/NKX6-1/HDAC9/HOOK3/ROCK1/EDNRB/PRDM1/DAG1/SLC7A5/PTK2B/HMGB2/ABCB10/ANXA2/GPR137B/HSF1/TGFBR2/ANKRD27/BHLHE40/TLR3/INHBA/CEBPB/PLXNB2/SOX4/FXR2/ZC3H8/NEGR1/TNFSF9/GRN/TNFAIP6/STAT1/GORASP1/ADNP/OBSL1/BCL6/STAT5B/PRKCH/CAMK4/SMARCE1/SEMA6C/ZFP36L1/TIAM2/DAAM2/SEMA6D/KLF13/MAPT/PNP/B2M/AKT1/PER2/CAPRIN1/FGF13/PTN/CORO1C/CUL7/YAP1/FBXO22/ROBO3/PLXNB1/HLA-B/FSTL3/NEDD9/CXCL12/MALT1/SERPINE2/ZMIZ1/CDKN2A/DLL1/TRAK2/LGALS1/GLI2/ACTB/STAT3/ZBTB16/DUSP10/MEF2C/HLTF/TMEM64/UBASH3B/MTOR/SLC4A2/SMARCD2/RUFY3/PTEN/ANXA1/INPP5D/MYC/SEMA5A/LIF/TNFRSF1B/NOTCH1/FOXO3/MAPK14/NPTN/SFRP1/VEGFA/IRF4/EGR2/IL34/PSMA5/TGM2/IRF1/SPEN/GPER1/ULK2/SLIT2/FOXP1/MAP1B/CDC73/KDM1A/WNT2/ACVR1B/MAFB/RNF10/LDB1/EPHA4/ROCK2/LRRC17/STAT5A/MAPRE3/LGALS9/CBFB/TENM4/NTN1/RUNX1,177
GO:0050878,regulation of body fluid levels,88/3264,199/11134,0.44221105527638194,1.5084491082865308,4.660778328495378,4.820328160130492e-6,1.86951607362501e-4,1.8695160736250098e-4,PLA2G4A/ANGPTL4/HPS4/EPHB2/OAS2/WFS1/C1QTNF1/PPARA/PRKAR2B/ANGPTL1/ANGPTL7/TRAF3IP2/PRDX2/ACTG1/ANGPT1/NR1H2/EMILIN2/ITGB3/IL6R/GNAQ/MYL12A/ADCY4/PIK3CA/PDPN/JAK2/IL6/CD40/PDGFRA/VCL/HTR2A/TMX1/SVEP1/F10/CDO1/PTPRJ/MYH9/TSPAN8/EDNRB/PLAU/PDGFA/ADCY8/FUNDC2/HPSE/CAV1/ANGPTL2/THBS1/PRKG1/F3/ADM/TRPV4/PRRG1/ENTPD1/NPR3/NFE2/DGKI/ITPK1/MYL9/ADM2/SERPING1/INPP5K/CD9/HSPB1/PLCG2/OXTR/SERPINE2/TLN1/ADCY3/ITGA2/ACTB/FGF10/ILK/UBASH3B/FLNA/PRRG3/F2RL2/PRKACB/TYRO3/PIK3CB/MAPK14/COL3A1/VEGFA/GNA12/RAP2B/ADRA2A/AQP3/NPR1/ADCY1/STAT5A,88
GO:0006954,inflammatory response,180/3264,464/11134,0.3879310344827586,1.3232917089249494,4.581051360341994,4.880218885387623e-6,1.8777223139967614e-4,1.8777223139967614e-4,LRRK2/FCGR2A/EPHB2/PTGS2/GBP3/PPARA/PRKAR2B/TRAF3IP2/NEAT1/HRH1/HIF1A/TNC/IRAK2/CASP3/NFKBIZ/BRD4/CUL1/SMAD3/DNASE1/NR1H2/NR3C1/IL6R/HSPA8/VPS35/ZFP36/DHX33/ADORA1/CSF1/RARRES2/MDK/EZH2/PLA2G2A/JAK2/IL6/CD40/LDLR/NAMPT/HTR2A/TNIP1/RORA/KCNK6/DDX3X/CCL11/RAC1/IFI16/SOCS5/MAPK7/NFKBIA/BDKRB1/CDO1/APOL3/ABHD12/ASS1/CFH/HDAC9/MGLL/EDNRB/FUT4/GGT5/WNT5A/MAP3K8/HMGB2/ZDHHC12/FURIN/CAMK1D/MAPK3/LY96/NUPR1/ADCY8/TLR3/CEBPB/HPSE/LPCAT3/ZDHHC5/KLF4/GRN/TNFAIP6/CAMK2N1/THBS1/BLNK/PRKD1/F3/MAVS/BCL6/UACA/SMAD1/PDCD4/PIK3CD/C4A/ADM/NR1D2/CAMK4/CHUK/TRPV4/PTGIS/AGT/ZDHHC9/TNIP2/TRIM45/ITGB1/METRNL/MAPT/GIT1/ABCC1/PTN/ACKR2/TNFAIP3/RB1/SBNO2/PLCG2/SERPINA3/HBA1/MAPK13/PLA2G4C/HDAC5/RPS6KA5/IL17RA/CASP1/IL16/TICAM1/ACER3/DAGLB/LGALS1/STAT3/NR4A1/PTGFR/CCL2/TRIM14/GPR68/KDM6B/HMOX1/MKRN2/C4B/IL17RB/MTOR/NR4A3/PPARG/MAPKAPK2/DAGLA/ANXA1/IFNGR1/NFX1/VCAM1/CCL7/TSLP/TYRO3/TNFRSF1B/AGTR1/LXN/BMPR1B/WNK4/MAPK14/LEP/CERS6/HLA-E/IL34/P2RX7/ADAM17/ZEB2/GPER1/MFHAS1/FOXP1/BMP6/SPHK1/APOD/DPP9/BDKRB2/PTX3/NINJ1/ADCY1/PER1/OSMR/DDT/PSEN1/AKNA/PTGES/NFATC4/LGALS9/RELA/PLK2,180
GO:0034329,cell junction assembly,139/3264,344/11134,0.40406976744186046,1.378343379502964,4.590378017459334,5.220616789936867e-6,1.9928779683160578e-4,1.9928779683160578e-4,CDH10/EPHB2/SDC2/ZDHHC2/LRRC15/THY1/CYFIP2/PTPRD/PTPN13/NAE1/DAPK3/EEF2K/FLOT1/VMP1/ANK2/ACTG1/SMAD3/CFL1/SLITRK6/CDH6/VPS35/LAMC1/VCL/RTN4RL2/DUSP22/RAC1/PPM1F/ELMO1/LRRC4/FLRT3/ZDHHC8/PTPRJ/EPHB3/ASIC1/ROCK1/DUSP3/RAC3/PLXNA2/DAG1/WNT5A/CDH24/PTK2B/SDC4/ITGB1BP1/MARK1/ZDHHC12/ITGA6/SRGAP3/LZTS1/SORBS1/CNTNAP1/TJP1/PLXNB2/GPC4/GREM1/COL16A1/CAV1/NEGR1/TSPAN11/THBS1/DLG5/ADNP/GPM6B/ABI2/GABRE/PRKCH/TRPV4/AGT/DNM3/RAP1B/CLDN11/EPB41L3/NRXN3/PDLIM5/MAPT/LAMA3/PKP2/FGF13/CORO1C/CD9/THBS2/CHD4/PLXNB1/WHAMM/DKK1/PLEC/ANKRD28/SEMA4C/ARF6/TLN1/GRIA1/CLSTN1/ITGA2/ACTB/ARHGAP32/CORO2B/MEF2C/CDH4/FBF1/TBX5/MPDZ/ASIC2/EIF4G1/PTEN/SDK1/ACTN1/SH3BP1/PEAK1/PLXNA4/PIP5K1A/MDGA1/FLCN/SFRP1/VEGFA/NPHP1/FSCN1/HIPK1/ARHGEF9/CRK/MAP1B/PHLDB2/ACVRL1/SETD5/DST/FZD5/APOD/NTM/WDR1/LDB1/PTPRK/TRIP6/ROCK2/AMOT/LRRTM2/FERMT2/FAM107A/TLN2/MYO1C/NTN1,139
GO:0061564,axon development,117/3264,281/11134,0.41637010676156583,1.4203017060916894,4.595504807230002,5.524672589220026e-6,2.0924697431670849e-4,2.0924697431670849e-4,VIM/EPHB2/SEMA3B/SIPA1L1/PTPRH/THY1/CYFIP2/MAP1A/PAK3/CASP3/ACTG1/USP33/MAP2/KALRN/EFNB1/SLITRK6/UNC5B/SMO/JAK2/LIMK1/ROBO1/RTN4RL2/NEXN/RAC1/CHN1/BOC/ALCAM/AUTS2/FLRT3/PTPRJ/EPHB3/RAC3/NTN4/TSKU/DAG1/WNT5A/FGFR2/NREP/VASP/CNTNAP1/USP9X/NEO1/LGI1/PLXNB2/TUBB3/GRN/ADNP/PRKG1/GPM6B/LMO4/MAP1S/PTPRM/MMP2/BRSK1/SCN1B/SEMA6C/NRXN3/LLGL1/TIAM2/SEMA6D/PICALM/MAPT/SPTBN4/EFNA4/FGF13/PTN/NOTCH3/ROBO3/PLXNB1/CXCL12/RPS6KA5/SEMA4C/TRAK2/SEMA3A/GLI2/ACTB/KIF5B/APLP1/ITGA4/GDNF/FAT4/PALLD/EPHB6/AFG3L2/PGRMC1/RUFY3/PTEN/SEMA5A/NOTCH1/PITPNA/EPHA5/PLXNA4/ARHGEF25/NPTN/PLEKHG4/EDNRA/VEGFA/ECE1/EVL/ADAM17/ULK2/SLIT2/SEMA3D/MAP1B/KIAA1755/B4GALT5/APOD/KIFC2/ARHGEF40/SCARF1/EPHA4/KREMEN1/VASH2/NRP2/FEZ1/TENM4/NTN1,117
GO:0031214,biomineral tissue development,45/3264,86/11134,0.5232558139534884,1.7849050957592338,4.705636272480292,6.043238334420822e-6,2.271133290331174e-4,2.2711332903311738e-4,GAS6/SLC8A1/TRPM4/SMAD3/PHEX/CEMP1/PKDCC/BMP2K/STIM1/CDON/ROCK1/MGP/PTK2B/FGFR2/ITGB1BP1/CEBPB/GREM1/GPM6B/TMEM119/ATF4/SGMS2/SLC24A3/S1PR1/SOX9/TFAP2A/PTN/CNNM4/FAM20A/NT5E/ENPP1/COL1A1/FBN2/OSR2/MEF2C/SLC4A2/FAM20C/ATP2B1/NOTCH1/LGR4/BMPR1B/LEP/SBDS/P2RX7/BMP6/ROCK2,45
GO:0001935,endothelial cell proliferation,52/3264,104/11134,0.5,1.7055759803921566,4.6555019694528035,6.755224645839295e-6,2.488434912917244e-4,2.488434912917244e-4,BMPER/ENG/CAV2/HIF1A/NUS1/NR2F2/ITGB3/COL4A3/MDK/ATOH8/EGR3/NRAS/CCL11/WNT5A/HMGB2/ITGB1BP1/CAV1/THBS1/STAT1/PRKD1/F3/PTPRM/PIK3CD/AKT1/CXCL12/ANG/LOXL2/STAT3/NR4A1/CCL2/MEF2C/HMOX1/ITGA4/PPARG/SEMA5A/AGTR1/VEGFA/LEP/RGCC/TNFSF12/ADAM17/PDCD10/ZEB2/ACVRL1/BMP6/IL12A/SULF1/DLL4/VASH2/STAT5A/NRP2/SPARC,52
GO:0045785,positive regulation of cell adhesion,117/3264,282/11134,0.4148936170212766,1.4152651752190237,4.548717724265405,6.755654192499342e-6,2.488434912917244e-4,2.488434912917244e-4,SOX12/SOCS1/HLA-A/THY1/EMP2/ADAM19/CITED2/FLOT1/PLEKHA2/NFKBIZ/BRD4/SMAD3/ABL2/CFL1/GLI3/EMILIN2/ITGB3/IL6R/LAMC1/CSF1/SMARCB1/LAMB1/KLHL25/MDK/PDPN/JAK2/IL6/HTR2A/CDK6/RAC1/PPM1F/SOCS5/ZBTB1/PTPRJ/ROCK1/RAC3/FUT4/DAG1/MAP3K8/PTK2B/SDC4/ITGB1BP1/TGFBR2/TJP1/UTRN/SOX4/HPSE/COL16A1/CAV1/TNFSF9/BCL6/SFRP2/PIK3CD/NID1/NRG1/SMARCE1/CD274/RRAS/PNP/RIN2/B2M/AKT1/FRMD5/IGFBP2/DOCK5/FSTL3/ANKRD28/NEDD9/CXCL12/MALT1/JAK1/ZMIZ1/TRIOBP/GLI2/ITGA2/ACTB/PRKAA1/ZBTB16/FLOT2/CCL2/DUSP10/ILK/FLNA/NDNF/ITGA4/MTOR/NR4A3/TNFRSF14/SMARCD2/ANXA1/VCAM1/MYADM/TPM1/LIF/FOXO3/MAGI1/SFRP1/VEGFA/LEP/HLA-E/GCNT2/TGFB2/TGM2/CRK/LAMA2/IGF2/DENND6A/CD276/PTPN11/IL12A/EPHA4/FERMT2/DPP4/LGALS9/CBFB/RELA/RUNX1,117
GO:0001816,cytokine production,187/3264,487/11134,0.3839835728952772,1.3098263175906912,4.502595907286633,6.775441594576654e-6,2.488434912917244e-4,2.488434912917244e-4,LRRK2/OAS3/GAS6/FCGR2A/UFSP2/EPHB2/TRAF3/OAS2/SECTM1/ALOX15B/PTGS2/UAP1/PPARA/SLC2A10/LTBR/TRAF3IP2/HLA-A/LUM/HIF1A/MAPKBP1/XAF1/TRPM4/CASP3/SMAD3/DDX21/ADAMTS3/IRF2/RIOK3/PSMA7/IL6R/AKAP12/ZFP36/DHX33/PSMB9/ERMAP/BTN3A1/MDK/EZH2/JAK2/IL6/GPNMB/TRIM16/HTR2A/RORA/DDX3X/MAST2/RAC1/RNF135/PANX1/INHBB/IFI16/SOCS5/NFKBIA/SULF2/RAB7B/ZBTB1/PTPRJ/HDAC2/PLCB1/HDAC9/ZBTB20/ZBTB12/CREB1/IRAK3/TSKU/ARFGEF2/SLC7A5/WNT5A/CEBPG/CCBE1/HMGB2/FURIN/LY96/TLR3/INHBA/CEBPB/HPSE/DDIT3/UBA5/KLF4/FRMD8/ASB1/THBS1/STAT1/F3/MAVS/RNF26/BCL6/PCSK5/POU2F2/IL20RB/PDCD4/ARRB1/ZBTB2/PIK3CD/KLF15/NAV3/ATF4/CHUK/LITAF/TRPV4/AGT/CD274/HSP90AA1/USP22/PNP/B2M/GIT1/ANXA4/HSPB1/TNFAIP3/HLA-B/PLCG2/MAPK13/IFIH1/MALT1/RPS6KA5/IL17RA/ARRDC4/ARID5A/BRCA1/DLL1/CASP1/IL16/TICAM1/STAT3/HMOX1/SSC5D/MAPK11/IL17RB/NR4A3/TNFRSF14/MAPKAPK2/JUN/ANXA1/ATP2B1/IFNGR1/PRNP/HDAC7/TANK/IGF2BP2/TSLP/TNFRSF1B/LGR4/BCL3/IL32/MAPK14/CADM1/COL3A1/NPTN/PPM1B/LEP/RGCC/IRF4/HLA-E/PSMA5/RAET1G/P2RX7/TGFB2/BTN3A3/ADAM17/IRF1/RAD21/ADRA2A/FOXP1/NPLOC4/AGPAT2/BTN3A2/ERRFI1/SPHK1/FZD5/ARHGEF2/APOD/CD276/PTPN11/IL12A/PER1/ROCK2/SULF1/SERPINB1/DDT/PSEN1/GATA6/LGALS9/RELA/CTPS1/RUNX1,187
GO:0048667,cell morphogenesis involved in neuron differentiation,136/3264,337/11134,0.4035608308605341,1.3766073194856578,4.521119326342133,7.109691142472496e-6,2.578600029654293e-4,0.00025786000296542923,LRRK2/VIM/EPHB2/SEMA3B/SDC2/SIPA1L1/PTPRH/THY1/CYFIP2/PTPRD/MAP1A/PPFIA2/EEF2K/FZD4/PAK3/ACTG1/USP33/SMAD3/CFL1/MAP2/KALRN/EFNB1/SLITRK6/UNC5B/SMO/LIMK1/ROBO1/ZNF365/NEXN/RAC1/CHN1/BOC/TNIK/MEF2A/ALCAM/NEDD4L/AUTS2/FLRT3/PTPRJ/EPHB3/RAC3/NTN4/TSKU/DAG1/WNT5A/DLG4/FGFR2/KCTD12/LZTS1/VASP/CNTNAP1/ANKRD27/USP9X/NEO1/LGI1/PLXNB2/TUBB3/WASL/GORASP1/ADNP/PRKG1/LMO4/OBSL1/ABI2/MAP1S/PTPRM/BRSK1/SCN1B/SEMA6C/NRXN3/LLGL1/TIAM2/PDLIM5/SEMA6D/PICALM/MAPT/SPTBN4/EFNA4/CAPRIN1/FGF13/PTN/CUL7/NOTCH3/ROBO3/PLXNB1/RB1/CXCL12/RPS6KA5/SEMA4C/TRAK2/SEMA3A/PHACTR1/GLI2/ACTB/ARHGAP32/KIF5B/MEF2C/APLP1/ITGA4/GDNF/FAT4/PALLD/EPHB6/AFG3L2/PGRMC1/RUFY3/PTEN/SEMA5A/NOTCH1/PITPNA/EPHA5/PLXNA4/ARHGEF25/NPTN/PLEKHG4/EDNRA/VEGFA/ECE1/EVL/ADAM17/ULK2/SLIT2/SEMA3D/MAP1B/KIAA1755/B4GALT5/KIFC2/ARHGEF40/EPHA4/TANC2/MAPRE3/NRP2/FEZ1/NSMF/TENM4/NTN1,136
GO:0014823,response to activity,29/3264,48/11134,0.6041666666666666,2.060904309640523,4.743547006127682,7.127318563813432e-6,2.578600029654293e-4,0.00025786000296542923,MSTN/CAB39/CFL1/ITGB3/PIK3CA/RARRES2/IL6/SOD2/CREB1/SLC7A5/CAPN3/UQCRC1/SLC38A2/MMP2/AGT/ITGB1/METRNL/HDAC5/COL4A2/OXCT1/ITGA2/PRKAA1/CAT/KDM6B/CBL/LEP/GCLM/FNDC5/BMP6,29
GO:0060048,cardiac muscle contraction,42/3264,79/11134,0.5316455696202531,1.81352382725242,4.673026706823857,7.257911165377694e-6,2.606396542944523e-4,2.606396542944523e-4,BIN1/GSTO1/GSN/SLC8A1/ASPH/TRPM4/ANK2/SCN2A/ADORA1/SCN4B/PIK3CA/CACNB2/NEDD4L/ATP1A2/CACNA1C/GPD1L/SRI/CALM1/KCND3/CACNA1G/GSTM2/DMD/EHD3/ADRA1B/CAV1/DSP/STC1/SCN1B/HSP90AA1/PKP2/FGF13/KCNE3/CLIC2/ATP1A1/ATP2A2/FLNA/TPM1/SCN5A/ATP1B1/SCN2B/SCN7A/KCNJ8,42
GO:0051017,actin filament bundle assembly,61/3264,128/11134,0.4765625,1.6256271063112744,4.5845804800257035,8.207067388757624e-6,2.904223554795399e-4,2.904223554795398e-4,AIF1L/EPS8/PFN2/ACTG1/SMAD3/CFL1/NF2/LPAR1/PIK3R1/LIMK1/CORO1B/PAWR/RAC1/PPM1F/ARHGAP28/ROCK1/CALD1/SDC4/ITGB1BP1/SORBS1/PARVA/TJP1/SORBS3/SWAP70/WASF2/WASL/LIMS1/ARRB1/S1PR1/ZYX/MARCKS/PDLIM1/MYL9/INPP5K/MICAL1/DPYSL3/NEDD9/SYNPO2/TNFAIP1/PHACTR1/ILK/RAPGEF3/FLNA/ACTN1/RAB40B/FAM171A1/TPM1/FHOD1/ALMS1/SFRP1/RGCC/FSCN1/EVL/ZEB2/PHLDB2/ROCK2/AMOT/FERMT2/SPIRE2/MTSS1/FAM107A,61
GO:0061572,actin filament bundle organization,61/3264,128/11134,0.4765625,1.6256271063112744,4.5845804800257035,8.207067388757624e-6,2.904223554795399e-4,2.904223554795398e-4,AIF1L/EPS8/PFN2/ACTG1/SMAD3/CFL1/NF2/LPAR1/PIK3R1/LIMK1/CORO1B/PAWR/RAC1/PPM1F/ARHGAP28/ROCK1/CALD1/SDC4/ITGB1BP1/SORBS1/PARVA/TJP1/SORBS3/SWAP70/WASF2/WASL/LIMS1/ARRB1/S1PR1/ZYX/MARCKS/PDLIM1/MYL9/INPP5K/MICAL1/DPYSL3/NEDD9/SYNPO2/TNFAIP1/PHACTR1/ILK/RAPGEF3/FLNA/ACTN1/RAB40B/FAM171A1/TPM1/FHOD1/ALMS1/SFRP1/RGCC/FSCN1/EVL/ZEB2/PHLDB2/ROCK2/AMOT/FERMT2/SPIRE2/MTSS1/FAM107A,61
GO:0071674,mononuclear cell migration,56/3264,115/11134,0.48695652173913045,1.6610826939471441,4.589099036634011,8.487187166710048e-6,2.922917963590588e-4,0.00029229179635905874,GAS6/MSTN/EPS8/TRPM4/ABL2/ITGB3/IL6R/CSF1/RARRES2/MDK/IL6/LRCH1/AKIRIN1/PTPRJ/PLCB1/EDNRB/FUT4/MOSPD2/WNT5A/PTK2B/DUSP1/NBL1/MAPK3/CH25H/GREM1/WASL/THBS1/OXSR1/MMP2/PIK3CD/TRPV4/S1PR1/AKT1/CORO1C/CD9/LGALS3/PLEC/NEDD9/CXCL12/CCL2/ITGA4/CXCL16/TNFRSF14/ANXA1/CCL7/IL34/ADAM17/SLIT2/LGMN/APOD/IL12A/NINJ1/GNAI1/SLC8B1/DDT/LGALS9,56
GO:0035150,regulation of tube size,39/3264,72/11134,0.5416666666666666,1.847707312091503,4.647176462601199,8.501060908957774e-6,2.922917963590588e-4,0.00029229179635905874,KCNMA1/HRH1/SLC8A1/TRPM4/PIK3C2A/ADORA1/HTR2A/SOD2/SVEP1/ROCK1/EDNRB/ITGB1BP1/GAB1/ADRA1B/CAV1/PRKG1/MMP2/ADM/AGT/ITGB1/MAP2K1/PER2/DOCK5/OXTR/ITGA4/ATP2B1/AGTR1/EDNRA/LEP/SCARB1/ECE1/ITGA1/GPER1/ADRA2A/GCLM/NPR1/BDKRB2/PTPN11/ROCK2,39
GO:0035296,regulation of tube diameter,39/3264,72/11134,0.5416666666666666,1.847707312091503,4.647176462601199,8.501060908957774e-6,2.922917963590588e-4,0.00029229179635905874,KCNMA1/HRH1/SLC8A1/TRPM4/PIK3C2A/ADORA1/HTR2A/SOD2/SVEP1/ROCK1/EDNRB/ITGB1BP1/GAB1/ADRA1B/CAV1/PRKG1/MMP2/ADM/AGT/ITGB1/MAP2K1/PER2/DOCK5/OXTR/ITGA4/ATP2B1/AGTR1/EDNRA/LEP/SCARB1/ECE1/ITGA1/GPER1/ADRA2A/GCLM/NPR1/BDKRB2/PTPN11/ROCK2,39
GO:0097746,blood vessel diameter maintenance,39/3264,72/11134,0.5416666666666666,1.847707312091503,4.647176462601199,8.501060908957774e-6,2.922917963590588e-4,0.00029229179635905874,KCNMA1/HRH1/SLC8A1/TRPM4/PIK3C2A/ADORA1/HTR2A/SOD2/SVEP1/ROCK1/EDNRB/ITGB1BP1/GAB1/ADRA1B/CAV1/PRKG1/MMP2/ADM/AGT/ITGB1/MAP2K1/PER2/DOCK5/OXTR/ITGA4/ATP2B1/AGTR1/EDNRA/LEP/SCARB1/ECE1/ITGA1/GPER1/ADRA2A/GCLM/NPR1/BDKRB2/PTPN11/ROCK2,39
