gene_id	gene_name	SRX384345	SRX384346	SRX384349	SRX384350	SRX384353	SRX384354	SRX384357	SRX384358
VIPR2	VIPR2	2.69347058948297	6.35788090456372	3.90940485059333	10.765995838089	3.95547995850634	9.51668922892253	3.97572545141098	12.1809619496169
VIT	VIT	52.4670463011894	98.2149900920812	219.241100358289	174.18519788095	133.780240309792	111.48992266099	313.502361541671	440.015274088095
VKORC1	VKORC1	1994.01211201619	1683.35022362503	2383.53312177392	1514.34881579027	2414.48172678413	2983.63105106459	1909.24421705402	1893.4493223083
VKORC1L1	VKORC1L1	708.843239870607	919.742143461104	895.689747246067	850.011028588345	977.672899302691	1975.59685587258	742.13359495788	1257.50505028866
VLDLR	VLDLR	1349.1480647601	912.5433213533	2729.60851827367	906.56685175974	1066.79366506411	1917.0073050958	1499.50189254674	1280.61344483258
VLDLR-AS1	VLDLR-AS1	4.08271786321364	8.17187564198789	27.2319908187401	9.05694331195482	14.1390150106524	25.0454411458614	11.0268662084601	7.05026460787068
VMA21	VMA21	753.147348452058	678.604718755547	844.906770749404	608.601005086376	790.863794819805	1093.64974491535	664.071705975791	744.830077661544
VMAC	VMAC	79.0608234147496	65.0899352915491	118.981810823776	34.9824013039861	48.9422962836184	85.8492903156909	91.9885020178954	69.9669458144982
VMO1	VMO1	7.9086827207098	12.6485545941877	11.025997399615	3.03796273020914	2.04221345449895	7.0872931902208	10.7646232972069	8.09239072613586
VMP1	VMP1	1394.46637538091	1625.35445177392	1793.1132863124	1422.10866243356	1864.68615126166	2609.203174037	1224.16338121766	1713.08327802661
VN1R1	VN1R1	13.0089309633998	7.01007550692986	25.0007987256545	9.99376128095696	23.9790869509003	18.9653841558383	10.9965238611768	5.99611510571301
VN1R10P	VN1R10P	0	0	0	0	0	0	0	0
VN1R2	VN1R2	1.00074798421448	1.00195252181254	3.00381137523395	0.999320339843351	0	2.02579490175401	0	2.99737636940461
VN1R4	VN1R4	0	0	0	0	0	0	0	0
VN1R5	VN1R5	0	0	0	0	1.00006010822677	0	0	0.99653049214347
VNN1	VNN1	1.00120863297503	0	0.99726820449484	0	0	0.998592845112454	0	0
VNN2	VNN2	3.98256583364218	2.13143537221829	2.71929590975704	0	7.94314634994833	15.8896290302153	0.994968837221155	2.12812335196951
